mid,x,y,z,xxx,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,sgz
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,88,70,81,56.18,19,1.00,-1.00,-1009.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,89,70,81,56.13,19,9.00,8.00,-1019.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,89,70,81,56.21,19,6.00,-1.00,-1008.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,89,70,81,56.15,19,-9.00,-4.00,-993.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,89,70,81,56.17,20,13.00,-16.00,-995.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,77,82,89,70,81,56.26,20,-12.00,-6.00,-989.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,77,82,89,70,81,56.19,20,-2.00,4.00,-1024.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,77,82,89,70,81,56.17,20,0.00,-19.00,-986.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,77,82,90,70,81,56.14,20,3.00,-2.00,-1004.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,77,82,90,70,81,56.20,20,-6.00,-6.00,-1007.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,77,82,90,70,81,56.21,20,5.00,-22.00,-989.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,77,82,90,70,81,56.18,20,-6.00,-3.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,77,82,90,70,81,56.18,20,15.00,-18.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,77,82,90,70,81,56.17,20,-12.00,-10.00,-994.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,77,82,90,70,81,56.23,21,0.00,7.00,-1018.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,90,70,81,56.26,21,6.00,-3.00,-1005.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,90,70,81,56.21,21,-6.00,-7.00,-990.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,90,70,81,56.16,21,0.00,-15.00,-1003.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,90,70,81,56.18,21,-15.00,-4.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,90,70,81,56.24,21,3.00,-19.00,-990.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,90,70,81,56.24,21,25.00,-31.00,-993.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,90,70,81,56.20,21,-16.00,-1.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,90,70,81,56.21,21,0.00,-2.00,-995.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,90,70,81,56.21,21,6.00,-23.00,-991.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,90,70,81,56.24,22,3.00,-5.00,-1003.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,79,82,90,70,81,56.25,22,8.00,-6.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,79,82,90,70,81,56.21,22,-7.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,79,82,90,70,81,56.15,22,16.00,-24.00,-981.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,79,82,90,70,81,56.20,22,20.00,-32.00,-985.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,79,82,90,70,81,56.16,22,-10.00,0.00,-1008.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,79,82,90,70,81,56.16,22,8.00,-15.00,-994.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,79,82,90,70,81,56.18,22,10.00,-16.00,-982.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,79,82,90,70,81,56.18,22,9.00,-2.00,-989.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,79,82,89,70,81,56.22,22,-9.00,-5.00,-1019.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,79,82,89,70,81,56.19,23,6.00,-18.00,-988.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,81,89,70,81,56.22,23,2.00,2.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,81,89,70,81,56.25,23,-6.00,1.00,-1016.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,81,89,70,81,56.18,23,0.00,-1.00,-1006.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,81,89,70,81,56.20,23,-6.00,-5.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,81,89,70,81,56.27,23,1.00,-5.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,81,90,70,81,56.18,23,10.00,-19.00,-993.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,81,90,70,81,56.27,23,3.00,-14.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,81,90,70,81,56.23,23,1.00,-8.00,-974.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,81,90,70,81,56.18,23,4.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,81,90,70,81,56.20,24,8.00,-16.00,-1020.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,90,70,81,56.18,24,-7.00,2.00,-992.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,91,70,81,56.24,24,-1.00,-20.00,-990.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,91,70,81,56.20,24,14.00,-7.00,-1004.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,91,70,81,56.21,24,5.00,-4.00,-1006.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,91,70,81,56.20,24,-3.00,-10.00,-1007.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,91,70,81,56.19,24,-7.00,-13.00,-1002.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,91,70,81,56.19,24,-3.00,2.00,-1007.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,91,70,81,56.18,24,-6.00,-12.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,91,70,81,56.23,24,7.00,-8.00,-1007.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-127,0,0,0,78,82,92,70,81,56.15,25,16.00,-36.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-125,0,0,0,79,82,92,70,81,56.15,25,14.00,9.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-120,0,0,0,79,82,92,70,81,56.15,25,-5.00,-10.00,-987.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-114,0,0,0,79,82,92,70,81,56.14,25,9.00,-4.00,-976.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-108,0,0,0,79,82,92,70,81,56.17,25,3.00,-8.00,-1005.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-102,0,0,0,79,82,92,70,81,56.15,25,-4.00,-11.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-96,0,0,0,79,82,92,70,81,56.15,25,0.00,3.00,-1008.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-90,0,0,0,79,82,92,70,81,56.23,25,2.00,-8.00,-994.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-85,0,0,0,79,82,91,70,81,56.19,25,-3.00,-10.00,-988.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-79,0,0,0,79,82,91,70,81,56.16,25,-9.00,0.00,-980.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-73,0,0,0,79,82,91,70,81,56.14,26,0.00,-7.00,-993.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-62,0,0,0,79,82,90,70,81,56.17,26,-4.00,-11.00,-985.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-56,0,0,0,79,82,90,70,81,56.14,26,-12.00,-10.00,-993.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-50,0,0,0,79,82,90,70,81,56.12,26,6.00,-8.00,-1012.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,79,82,89,70,80,56.09,26,2.00,-10.00,-1004.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-38,0,0,0,79,82,89,70,80,56.13,26,-6.00,6.00,-991.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-32,0,0,0,79,82,88,70,80,56.19,26,0.00,-9.00,-986.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-26,0,0,0,79,82,88,70,80,56.09,26,2.00,4.00,-1003.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-20,0,0,0,79,82,88,70,80,56.14,26,2.00,3.00,-1006.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-14,0,0,0,79,82,87,70,80,56.13,27,-2.00,3.00,-1009.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-9,0,0,0,79,82,87,60,80,56.14,27,14.00,-13.00,-1021.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-3,0,0,0,78,82,87,60,80,56.12,27,-8.00,0.00,-1027.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,2,0,0,0,78,82,87,60,80,56.05,27,-7.00,-10.00,-1010.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,8,0,0,0,78,82,87,60,80,56.08,27,-13.00,-8.00,-1006.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,14,0,0,0,78,82,87,60,80,56.09,27,-4.00,9.00,-1013.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,20,0,0,0,78,82,87,60,80,56.09,27,2.00,-16.00,-995.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,26,0,0,0,78,82,87,60,80,56.14,27,-9.00,-24.00,-1019.00,
-1,-100,-100,-100,"-1,-1,-1",0,1,32,0,0,0,78,82,87,60,80,56.15,27,-21.00,-3.00,-987.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,38,0,0,0,78,82,87,60,80,56.12,27,-20.00,-21.00,-985.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,44,0,0,0,78,82,87,70,80,56.09,28,-6.00,-6.00,-1014.00,
-1,-100,-100,-100,"-1,-1,-1",0,1,51,0,0,0,78,82,87,70,80,56.14,28,-4.00,7.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,1,56,0,0,0,78,83,87,70,80,56.14,28,-21.00,-3.00,-1002.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,62,0,0,0,78,83,87,70,80,56.15,28,0.00,2.00,-1014.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,69,0,0,0,78,83,87,70,80,56.04,28,3.00,-14.00,-994.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,75,0,0,0,78,83,87,70,80,56.09,28,-22.00,-6.00,-1003.00,
-1,-100,-100,-100,"-1,-1,-1",-1,0,81,0,0,0,78,83,87,70,80,56.14,28,-17.00,3.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",-1,0,87,0,0,0,78,83,88,70,80,56.12,28,2.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,93,0,0,0,78,83,87,70,80,56.13,28,-8.00,-1.00,-1013.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,100,0,0,0,78,83,87,70,80,56.17,28,-8.00,-6.00,-991.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,106,0,0,0,78,83,88,70,80,56.20,29,-7.00,-19.00,-990.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,112,0,0,0,78,83,88,70,80,56.18,29,-18.00,-12.00,-985.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,118,0,0,0,79,83,88,70,80,56.20,29,-18.00,0.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",-1,0,124,0,0,0,79,83,88,70,80,56.13,29,0.00,0.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",-1,0,130,0,0,0,79,83,88,70,80,56.14,29,-7.00,2.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,136,0,0,0,79,83,88,70,80,56.16,29,-1.00,2.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,142,0,0,0,79,83,88,70,80,56.17,29,2.00,1.00,-1007.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,148,0,0,0,79,83,88,70,80,56.11,29,-23.00,2.00,-1004.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,154,0,0,0,79,83,88,70,80,56.09,29,-2.00,4.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,160,0,0,0,79,83,88,70,80,56.05,29,-4.00,-2.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,166,0,0,0,79,83,89,70,80,55.91,30,-12.00,0.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,173,0,0,0,79,83,88,70,80,55.87,30,-14.00,19.00,-1019.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,179,0,0,0,78,82,89,60,80,55.84,30,-9.00,13.00,-1019.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-174,0,0,0,78,82,89,70,80,55.96,30,-7.00,16.00,-1027.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-168,0,0,0,78,82,89,70,79,56.01,30,-6.00,15.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-162,0,0,0,78,82,89,70,79,56.07,30,-2.00,7.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-156,0,0,0,78,82,90,70,79,56.12,30,1.00,-2.00,-995.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-150,0,0,0,78,82,90,70,79,56.14,30,-13.00,15.00,-1015.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-144,0,0,0,78,82,90,70,79,56.15,30,-9.00,7.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-140,0,0,0,78,82,91,60,79,56.18,30,-3.00,2.00,-1021.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-137,0,0,0,78,82,91,60,79,56.13,31,-1.00,0.00,-1015.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-134,0,0,0,78,82,92,60,79,56.18,31,-6.00,1.00,-1007.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-132,0,0,0,78,82,93,70,79,56.24,31,-1.00,-11.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-131,0,0,0,78,82,94,70,79,56.26,31,-14.00,-1.00,-1015.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-130,0,0,0,78,82,95,70,79,56.29,31,9.00,6.00,-996.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-129,0,0,0,78,82,95,70,79,56.27,31,3.00,5.00,-1014.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-129,0,0,0,78,82,96,70,79,56.28,31,5.00,0.00,-984.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-128,0,0,0,78,82,97,70,79,56.25,31,26.00,-28.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-122,0,0,0,78,82,97,70,79,56.33,31,-1.00,4.00,-969.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-116,0,0,0,78,82,98,70,79,56.33,31,0.00,9.00,-982.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-111,0,0,0,78,82,98,70,79,56.37,32,-5.00,-7.00,-990.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-104,0,0,0,78,82,99,70,79,56.33,32,4.00,7.00,-989.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-98,0,0,0,77,82,99,70,79,56.44,32,4.00,4.00,-994.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-92,0,0,0,77,82,99,70,79,56.42,32,0.00,6.00,-990.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-86,0,0,0,77,82,100,70,79,56.39,32,-9.00,1.00,-983.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-80,0,0,0,77,82,100,70,79,56.51,32,0.00,0.00,-1004.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-74,0,0,0,77,82,100,70,79,56.48,32,-1.00,-1.00,-995.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-69,0,0,0,77,82,100,70,79,56.48,32,6.00,0.00,-986.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-63,0,0,0,77,82,100,70,79,56.49,32,5.00,-2.00,-992.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-57,0,0,0,77,82,100,70,79,56.46,32,-4.00,-3.00,-989.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-53,0,0,0,77,82,100,70,79,56.51,33,-12.00,-2.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-50,0,0,0,77,82,100,70,79,56.43,33,12.00,0.00,-992.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-47,0,0,0,78,82,100,70,79,56.41,33,12.00,-5.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-45,0,0,0,78,82,100,70,79,56.46,33,0.00,0.00,-988.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,100,70,79,56.48,33,3.00,-6.00,-1008.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-42,0,0,0,78,82,100,70,79,56.39,33,10.00,-28.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,100,70,79,56.42,33,5.00,-7.00,-992.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,100,70,79,56.50,33,8.00,3.00,-1010.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,100,70,79,56.42,33,11.00,-5.00,-994.00,
-1,-100,-100,-100,"-1,-1,-1",-2,0,-41,0,0,0,78,82,100,70,79,56.32,33,0.00,-9.00,-1014.00,
-1,-100,-100,-100,"-1,-1,-1",-7,0,-41,0,0,0,78,82,100,70,79,56.29,34,15.00,-23.00,-988.00,
-1,-100,-100,-100,"-1,-1,-1",-8,0,-41,1,-1,0,78,82,101,70,79,56.35,34,-22.00,-22.00,-986.00,
-1,-100,-100,-100,"-1,-1,-1",-8,0,-41,2,-2,0,79,82,101,70,79,56.29,34,0.00,-4.00,-1002.00,
-1,-100,-100,-100,"-1,-1,-1",-8,0,-41,3,-3,0,79,82,101,70,79,56.40,34,-20.00,0.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",-7,0,-41,4,-3,0,79,82,99,70,78,56.39,34,-34.00,7.00,-1009.00,
-1,-100,-100,-100,"-1,-1,-1",-7,1,-41,4,-4,0,79,82,101,70,78,56.29,34,-28.00,-14.00,-1009.00,
-1,-100,-100,-100,"-1,-1,-1",-6,1,-41,5,-4,0,79,82,100,70,78,56.32,34,-39.00,-14.00,-994.00,
-1,-100,-100,-100,"-1,-1,-1",-5,1,-41,5,-4,0,79,82,100,70,78,56.35,34,-42.00,-29.00,-986.00,
-1,-100,-100,-100,"-1,-1,-1",-3,1,-41,5,-4,0,79,82,98,70,78,56.28,34,-52.00,-20.00,-990.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,5,-4,0,79,82,97,70,78,56.28,34,-55.00,4.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-40,4,-4,0,79,82,131,70,78,56.25,35,-60.00,-8.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",3,0,-40,4,-3,0,79,82,165,70,78,56.26,35,-69.00,-21.00,-979.00,
-1,-100,-100,-100,"-1,-1,-1",2,0,-41,3,-2,0,78,83,163,70,78,56.37,35,-40.00,-7.00,-980.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,2,-2,0,78,83,164,70,78,56.33,35,-56.00,-8.00,-1016.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,2,-1,0,78,83,163,70,78,56.39,35,-50.00,-13.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",-1,0,-41,2,-1,0,78,83,163,70,78,56.36,35,-56.00,2.00,-1033.00,
-1,-100,-100,-100,"-1,-1,-1",-1,0,-41,2,-1,0,78,83,163,70,78,56.40,35,-52.00,-15.00,-993.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,2,-1,0,78,83,164,70,78,56.39,35,-46.00,-10.00,-1022.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,2,-1,0,78,83,162,70,78,56.37,35,-32.00,-8.00,-1019.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,2,-2,0,78,83,163,70,78,56.32,35,-50.00,0.00,-1010.00,
-1,-100,-100,-100,"-1,-1,-1",1,-1,-41,2,-2,0,78,83,163,70,78,56.34,36,-56.00,-8.00,-1029.00,
-1,-100,-100,-100,"-1,-1,-1",5,0,-41,1,-1,0,78,83,165,70,78,56.34,36,-36.00,-11.00,-990.00,
-1,-100,-100,-100,"-1,-1,-1",3,1,-41,0,-1,0,77,82,164,70,78,56.32,36,-23.00,-16.00,-992.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,77,82,165,70,78,56.33,36,-20.00,-19.00,-1004.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,82,164,70,78,56.32,36,-24.00,-17.00,-1003.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,82,165,70,78,56.38,36,-23.00,-11.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,82,164,70,78,56.40,36,-23.00,-16.00,-975.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,77,82,166,70,78,56.37,36,-20.00,1.00,-1008.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,77,82,166,70,78,56.37,36,-20.00,-13.00,-991.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,77,82,166,70,78,56.41,36,-24.00,-3.00,-1003.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,77,82,165,70,78,56.34,37,-15.00,-33.00,-981.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,77,82,166,70,78,56.32,37,3.00,-11.00,-1009.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,79,83,165,70,78,56.36,37,-11.00,-12.00,-988.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,79,83,165,70,78,56.32,37,-4.00,-16.00,-983.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,79,83,165,70,78,56.41,37,-6.00,-4.00,-994.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,79,83,164,70,78,56.40,37,-18.00,0.00,-1007.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,79,83,164,70,78,56.39,37,-7.00,-33.00,-980.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,79,83,164,70,78,56.34,37,-5.00,-16.00,-976.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,79,83,164,70,78,56.42,37,4.00,16.00,-1027.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,79,83,163,70,78,56.34,38,2.00,9.00,-1022.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,79,83,164,70,78,56.35,38,6.00,-15.00,-989.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,79,83,164,70,78,56.34,38,12.00,-5.00,-1013.00,
-1,-100,-100,-100,"-1,-1,-1",1,0,-41,0,0,0,78,82,163,70,78,56.35,38,10.00,2.00,-1019.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,164,70,78,56.38,38,6.00,-5.00,-993.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,164,70,78,56.32,38,-13.00,-6.00,-992.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,164,70,78,56.37,38,-11.00,-5.00,-1019.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,164,70,78,56.36,38,0.00,-19.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,165,70,78,56.34,38,0.00,1.00,-1002.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,163,70,78,56.38,38,14.00,10.00,-1024.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,164,70,78,56.36,39,7.00,-12.00,-985.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,163,70,78,56.38,39,-4.00,-1.00,-1012.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,165,70,78,56.34,39,3.00,-37.00,-988.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,79,82,164,70,78,56.38,39,11.00,-24.00,-996.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,79,82,163,70,78,56.40,39,6.00,-6.00,-990.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,79,82,164,70,78,56.39,39,0.00,-15.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,79,82,164,70,78,56.42,39,3.00,-14.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,79,82,164,70,78,56.45,39,0.00,-18.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,79,82,164,70,78,56.48,39,9.00,-19.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,79,82,165,70,78,56.41,39,0.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,79,82,164,70,78,56.38,40,-3.00,5.00,-1026.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,79,82,164,70,78,56.40,40,13.00,-7.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,79,82,163,70,78,56.39,40,0.00,0.00,-989.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,78,81,164,70,78,56.42,40,-9.00,3.00,-991.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,78,81,165,70,77,56.44,40,-3.00,7.00,-1011.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,78,81,164,70,77,56.43,40,-3.00,7.00,-996.00,
